text,target,category,polarity
"Sampi, avarajda olsa da, otobüs yolculuğu yapanların mutlaka uğradığı yerdir.",Sampi,RESTAURANT#GENERAL,neutral
"Pideleri çeşitli, daha çok Karadeniz pidesi türünde.",Pideleri,FOOD#STYLE_OPTIONS,positive
"Özellikle gitmekten öte, denk gelince gidileceklerden bence.",NULL,RESTAURANT#GENERAL,neutral
Happy moon's ların yüz karası.,Happy moon's,RESTAURANT#GENERAL,negative
Çalışanlar çok kötü.,Çalışanlar,SERVICE#GENERAL,negative
Lezzet sıfır.,Lezzet,FOOD#QUALITY,negative
Menüde alkol bulundurmayan tek gereksiz happy moon's.,alkol,DRINKS#STYLE_OPTIONS,negative
Olduğu sokaktaki siz masada yemek yerken ki yanınıza yapışanlarla da mücedele edemesi cabası.,sokaktaki,LOCATION#GENERAL,negative
Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,sahlep,AMBIENCE#GENERAL,positive
Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,kütük evde,AMBIENCE#GENERAL,positive
Aparatifleri de açliginizi yaristirmak için birebirdir.,Aparatifleri,FOOD#QUALITY,positive
Nargilesi de mevcut olan mekan genelde hep doludur.,Nargilesi,DRINKS#STYLE_OPTIONS,positive
Kuru fasülye için tercih etmek gerek diye düsünülsede tereyagli pilavi çok daha dogal.,tereyagli pilavi,FOOD#QUALITY,positive
Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,Kuru,FOOD#QUALITY,positive
Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,içindeki yagin,FOOD#QUALITY,negative
Bu lezzetlerin yaninda verilen küçük aci biberler bence sofranin favorisi.,küçük aci biberler,FOOD#STYLE_OPTIONS,positive
((( hayal kirikligi - Uzunlar'a ilk gittigimdeki tadi ikinci gidisimde bulamadim...,tadi,FOOD#QUALITY,negative
Ilk gittigimde çok lezzetli gelen dürüm 2. gidisimde tam bir fiyaskoydu çok yagli oldugundan yiyemedik arkadaslarla aç kaldik resmen :,dürüm,FOOD#QUALITY,positive
Ilk gittigimde çok lezzetli gelen dürüm 2. gidisimde tam bir fiyaskoydu çok yagli oldugundan yiyemedik arkadaslarla aç kaldik resmen :,dürüm,FOOD#QUALITY,negative
"((( Mekanin kalabalik olmasindan mi kaynakliydi bu dikkatsizlik anlam veremedim, bu kadar övgü almasina ragmen böyle olumsuz bir durum ilginç geldi.",durum,RESTAURANT#GENERAL,negative
Seyir terasi - Istanbul'u seyretmenin en çok keyif verdigi yerlerden biridir.,Seyir terasi,AMBIENCE#GENERAL,positive
Seyir terasi - Istanbul'u seyretmenin en çok keyif verdigi yerlerden biridir.,yerlerden,AMBIENCE#GENERAL,positive
Manzarasi sakinlestirir ve huzur verir.,Manzarasi,AMBIENCE#GENERAL,positive
Personel ilgilidir.,Personel,SERVICE#GENERAL,positive
Burada kendinizi kötü hissetmezsiniz ve mutlu ayrilirsiniz.,Burada,RESTAURANT#GENERAL,positive
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.",fiyatlar,RESTAURANT#PRICES,positive
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.",yemekler,FOOD#QUALITY,positive
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.",ortam,AMBIENCE#GENERAL,positive
Tek sorunu ulaşımı birazcık sıkıntılı.,ulaşımı,LOCATION#GENERAL,negative
Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık.,gireceğimizi,LOCATION#GENERAL,negative
Yemeğin ardından cafe ortamına devam edebilirsiniz.,cafe ortamına,AMBIENCE#GENERAL,positive
"Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var.","Tavla, okey gibi oyunları",RESTAURANT#GENERAL,positive
Gayet kullanışlı ve uygun.,NULL,RESTAURANT#GENERAL,positive
Yazın daha da güzel olan mekan.,mekan,RESTAURANT#GENERAL,positive
en sevdıgım big chef şubesi arkadaşlarınızla keyifli zaman geçireceğiniz bu mekan göksunun incisi tekrar gidiceğinizden emin olabilirsiniz,mekan,RESTAURANT#GENERAL,positive
Manzaradan kurtaran bir mekan.,Manzaradan,AMBIENCE#GENERAL,positive
Manzaradan kurtaran bir mekan.,mekan,RESTAURANT#GENERAL,negative
Pek sevmedim acikcasi.,NULL,RESTAURANT#GENERAL,negative
Kofteleri de cok cok mukemmel degil.,Kofteleri,FOOD#QUALITY,neutral
Idare eder denilebilir.,NULL,RESTAURANT#GENERAL,neutral
Guler yuz yok.,Guler yuz,SERVICE#GENERAL,negative
Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,NULL,AMBIENCE#GENERAL,negative
Oturduğunuz sürece sürekli patlamış mısır getiriyorlar.,patlamış mısır,SERVICE#GENERAL,positive
Durmazsanız bir saat içinde yaklaşık 10 kase falan yiyebilirsiniz.,yiyebilirsiniz,FOOD#STYLE_OPTIONS,positive
Ayrıca en son Premier League maçlarını da veriyorlardı.,Premier League maçlarını,SERVICE#GENERAL,positive
"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.",mekan,AMBIENCE#GENERAL,negative
"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.",Kuru fasulyenin lezzetine,FOOD#QUALITY,positive
"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.",fiyatlar,RESTAURANT#PRICES,positive
En nihayetinde kuru fasulyeci ancak ortam daha zevkli hale getirilebilir.,ortam,AMBIENCE#GENERAL,negative
"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.",ürünler,FOOD#QUALITY,neutral
"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.",Mekanin konumu,LOCATION#GENERAL,positive
"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.",hizmet,SERVICE#GENERAL,neutral
- Anadolu hisarinda bir tarafi Göksu Deresi diger tarafi Istanbul Bogazinin akip giden masmavi sulari ama hepsi bu kadar.,Anadolu hisarinda,LOCATION#GENERAL,positive
- Anadolu hisarinda bir tarafi Göksu Deresi diger tarafi Istanbul Bogazinin akip giden masmavi sulari ama hepsi bu kadar.,NULL,RESTAURANT#GENERAL,negative
Ben farkli zamanlarda gittim ama mekanin kimligi enerjisi bana hitap etmiyor...,mekanin kimligi enerjisi,RESTAURANT#GENERAL,negative
Mutlaka müdavimleri vardir ama beni çekmiyor.,NULL,RESTAURANT#GENERAL,negative
Ama bu mekan iyi bir isletmeci ile söyle iyi bir sekilde elden geçse çok iyi isler çikar buradan...,buradan,RESTAURANT#GENERAL,positive
Ama bu mekan iyi bir isletmeci ile söyle iyi bir sekilde elden geçse çok iyi isler çikar buradan...,isletmeci,SERVICE#GENERAL,negative
Konum olarak aslinda çok güzel bir yerde.,Konum,LOCATION#GENERAL,positive
Belki mekanin üst kisminda otursaydik büyük bir ihtimal manzarada vardir ama biz maalesef otoparkta oturdugumuz için arabadan ve agaçtan bir sey göremedik.,otoparkta,AMBIENCE#GENERAL,negative
Sanirim ramazana özel bir uygulamaydi bu otoparkta masa.,otoparkta masa,AMBIENCE#GENERAL,neutral
Eger gidecekseniz özellikle mekanin üst katlarinda olmasini isteyin.,mekanin üst katlarinda,AMBIENCE#GENERAL,neutral
Lezzet konusunda da aman aman bir lezzeti yoktu.,Lezzet,FOOD#QUALITY,neutral
Manzarasi için giderim diyorsaniz denenebilir.,Manzarasi,AMBIENCE#GENERAL,positive
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",Içi,AMBIENCE#GENERAL,negative
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",yer,RESTAURANT#GENERAL,negative
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",personeli,SERVICE#GENERAL,negative
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",servis eden,FOOD#STYLE_OPTIONS,negative
"Son derece kotu servis, anlatilamayacak kadar hizmet sekorunden uzak, baska bir dunyada personel.",servis,SERVICE#GENERAL,negative
"Son derece kotu servis, anlatilamayacak kadar hizmet sekorunden uzak, baska bir dunyada personel.",personel,SERVICE#GENERAL,negative
Bir kebapci icin olmazsa olmaz olan iyi servis ve guleryuzlu ilgili personeli burda hayal bile etmeyin.,personeli,SERVICE#GENERAL,negative
Bir kebapci icin olmazsa olmaz olan iyi servis ve guleryuzlu ilgili personeli burda hayal bile etmeyin.,servis,SERVICE#GENERAL,negative
"Servis de personel de koca bir ""0""",personel,SERVICE#GENERAL,negative
"Servis de personel de koca bir ""0""",Servis,SERVICE#GENERAL,negative
servis yavastu .,servis,SERVICE#GENERAL,negative
garson a nie yavas oldugunu sordugumda 500 kisi var normaldir cvbini aldim.,garson,SERVICE#GENERAL,negative
kesinlikle tercih etmicem bi daha,NULL,RESTAURANT#GENERAL,negative
"normal - Pizzalari yeterince ince ama spesifik bir tadi eksik,mekan olarakta cok ozel olmadigindan gidilmesine gerek olmayan bir yer kanimca.",mekan,AMBIENCE#GENERAL,negative
"normal - Pizzalari yeterince ince ama spesifik bir tadi eksik,mekan olarakta cok ozel olmadigindan gidilmesine gerek olmayan bir yer kanimca.",tadi,FOOD#QUALITY,negative
Rezalet otesi bir mekan.,mekan,RESTAURANT#GENERAL,negative
Cok kaba saba garsonlari ve hizmeti olan dandik bir mekan.,garsonlari,SERVICE#GENERAL,negative
Cok kaba saba garsonlari ve hizmeti olan dandik bir mekan.,mekan,RESTAURANT#GENERAL,negative
"Manzarasi disinda tirt, sunumu da berbat gercekten.",sunumu,SERVICE#GENERAL,negative
"Manzarasi disinda tirt, sunumu da berbat gercekten.",NULL,RESTAURANT#GENERAL,negative
"Manzarasi disinda tirt, sunumu da berbat gercekten.",Manzarasi,AMBIENCE#GENERAL,positive
Tatli yemek istedik kalkin baska yere oturun dedi terbiyesizler.,terbiyesizler,SERVICE#GENERAL,negative
Tevazuya gerek yok abartı da değil.,NULL,RESTAURANT#GENERAL,neutral
İstanbulun en iyi dönerini yapıyorlar.,dönerini,FOOD#QUALITY,positive
Ancak servis harika 250 kişilik dükkanda herkese yetişiyorlar.,servis,SERVICE#GENERAL,positive
"Dönerin yanındaki patates, salata bile süper.","patates, salata",FOOD#QUALITY,positive
Havuç dilimi tatlı da denenebilir.,Havuç dilimi tatlı,FOOD#QUALITY,positive
Tek eksik ayranı kendilerinin yapmaması.,ayranı,DRINKS#STYLE_OPTIONS,negative
Böyle bir yer için el yapımı ayran şart.,el yapımı ayran,DRINKS#STYLE_OPTIONS,negative
"Mekan çok güzel, menüde 10larca seçenek var ama malesef yemekler lezzetli değil.",menüde,FOOD#STYLE_OPTIONS,positive
"Mekan çok güzel, menüde 10larca seçenek var ama malesef yemekler lezzetli değil.",Mekan,AMBIENCE#GENERAL,positive
"Mekan çok güzel, menüde 10larca seçenek var ama malesef yemekler lezzetli değil.",yemekler,FOOD#QUALITY,negative
Tüm puanı mekan hakediyor.,puanı,RESTAURANT#GENERAL,negative
Tüm puanı mekan hakediyor.,mekan,AMBIENCE#GENERAL,positive
Kahve içmek isterseniz güzel bir tercih ama yemek yemek için aynı şeyi söyleyemeyeceğim,yemek,FOOD#QUALITY,negative
Kahve içmek isterseniz güzel bir tercih ama yemek yemek için aynı şeyi söyleyemeyeceğim,Kahve,DRINKS#QUALITY,positive
Büyük porsiyonlar anca bir normal porsiyon olduğunda küçük pizzalari tavsiye edemem.,küçük pizzalari,FOOD#STYLE_OPTIONS,negative
Ortam olarak baya küçük bir dükkân ve ortaköye uygun.,Ortam,AMBIENCE#GENERAL,positive
Hamur biraz fazla inceydi ve peynir daha bol olabilir.,Hamur,FOOD#STYLE_OPTIONS,negative
Hamur biraz fazla inceydi ve peynir daha bol olabilir.,peynir,FOOD#STYLE_OPTIONS,negative
Domates sosu malesef çok zayif kaldi ve pizzanin seviyesini düşürüyor.,Domates sosu,FOOD#STYLE_OPTIONS,negative
Domates sosu malesef çok zayif kaldi ve pizzanin seviyesini düşürüyor.,pizzanin,FOOD#QUALITY,negative
Fiyatlar orta ile yüksek arasi.,Fiyatlar,RESTAURANT#PRICES,negative
"Kendi biralarını çoğunluğun aksine pek beğenmedim, hatta ilk defa bir birayı bitiremedim.",biralarını,DRINKS#QUALITY,negative
"Biraz boğucu bir mekan, haftasonlari özellikle çok kalabalık oluyor.",mekan,AMBIENCE#GENERAL,negative
Kalabalığın içinde hiç beklenmeyecek kadar ferah ve güzel bir mekan.,mekan,AMBIENCE#GENERAL,positive
"Bunun dışında, her ne kadar çoğu zaman talebi karşılamasa da sundukları bira menüsü burayı çok çekici kılıyor.",talebi,RESTAURANT#GENERAL,negative
"Bunun dışında, her ne kadar çoğu zaman talebi karşılamasa da sundukları bira menüsü burayı çok çekici kılıyor.",bira menüsü,DRINKS#STYLE_OPTIONS,positive
Yemekleri de çeşit konusunda çok zengin değil ama lezzetli.,Yemekleri,FOOD#STYLE_OPTIONS,negative
Yemekleri de çeşit konusunda çok zengin değil ama lezzetli.,Yemekleri,FOOD#QUALITY,positive
"Denediklerimizden, Tavuk Schnitzel mükemmel, Tavuklu Wrap harikaydı!",Tavuklu Wrap,FOOD#QUALITY,positive
"Denediklerimizden, Tavuk Schnitzel mükemmel, Tavuklu Wrap harikaydı!",Tavuk Schnitzel,FOOD#QUALITY,positive
Bir de çeşitli homemade ice tea ve limonataları gerçekten başarılı :,ice tea ve limonataları,DRINKS#QUALITY,positive
Etleri mezeleri basarili ama porsiyonlar inanilmaz buyuk.,Etleri mezeleri,FOOD#QUALITY,positive
Etleri mezeleri basarili ama porsiyonlar inanilmaz buyuk.,porsiyonlar,FOOD#STYLE_OPTIONS,neutral
3 kisi 2 kisi icin getirdiklerini rahatlikla yiyebilir.,NULL,FOOD#STYLE_OPTIONS,neutral
3 gidip 2 kisilik getirin derseniz yiyecekler bu sekilde geliyor ama kisi basina 70tl yaziyorlar cok sacma olmus,yiyecekler,FOOD#PRICES,negative
5 çayının ideal adresi karaköy'de dem.,dem,RESTAURANT#GENERAL,positive
50'den fazla çay çeşidi ile damak zevkinizi bi yerde yakalayacağı kesin!,çay çeşidi,DRINKS#STYLE_OPTIONS,positive
"Benim tavsiyem vanilya aromalı bourban vanilla, tatlı ihtiyacınız içinse damla sakızlı mastika keki.",bourban vanilla,DRINKS#QUALITY,positive
"Benim tavsiyem vanilya aromalı bourban vanilla, tatlı ihtiyacınız içinse damla sakızlı mastika keki.",damla sakızlı mastika keki,FOOD#QUALITY,positive
"Hizmet, ilgi alaka herşey şahane!","Hizmet, ilgi alaka",SERVICE#GENERAL,positive
iyi ki gittim de yedim dediğim bir şey yok.,NULL,FOOD#QUALITY,negative
oturma yeri de çok yok.,oturma yeri,AMBIENCE#GENERAL,negative
bu kadar meşhur olması bana garip geldi açıkçası.,NULL,RESTAURANT#GENERAL,negative
Manzara severlere...,Manzara,AMBIENCE#GENERAL,positive
"- O manzaraya bu yemekler, bu servis olmamis :",manzaraya,AMBIENCE#GENERAL,positive
"- O manzaraya bu yemekler, bu servis olmamis :",yemekler,FOOD#QUALITY,negative
"- O manzaraya bu yemekler, bu servis olmamis :",servis,SERVICE#GENERAL,negative
"(( Üstelik fiyatlarda, yemeklerine nazaran uygun degil.",fiyatlarda,FOOD#PRICES,negative
"(( Üstelik fiyatlarda, yemeklerine nazaran uygun degil.",yemeklerine,FOOD#QUALITY,negative
Yemekleri için giderseniz memnuniyetsiz ayrilabilirsiniz; ama manzara seviyorsaniz kesin gidilmeli.,manzara,AMBIENCE#GENERAL,positive
Yemekleri için giderseniz memnuniyetsiz ayrilabilirsiniz; ama manzara seviyorsaniz kesin gidilmeli.,Yemekleri,FOOD#QUALITY,negative
Kadiköy'de gitmekten zevk aldığım mekanlardan birtanesi.,mekanlardan,RESTAURANT#GENERAL,positive
"English pub tarzında dekorasyona sahip, bira çeşitliliği fazla olan tarz bir mekan.",dekorasyona,AMBIENCE#GENERAL,positive
"English pub tarzında dekorasyona sahip, bira çeşitliliği fazla olan tarz bir mekan.",mekan,AMBIENCE#GENERAL,positive
"English pub tarzında dekorasyona sahip, bira çeşitliliği fazla olan tarz bir mekan.",bira,DRINKS#STYLE_OPTIONS,positive
"Yemek olarak schinitzel ve burger denedik, biranın yanında iyi gitti.",schinitzel ve burger,FOOD#QUALITY,positive
Kış aylarında içeride oturmanızı öneririm dekorasyon ve ortam keyif veriyor...,dekorasyon ve ortam,AMBIENCE#GENERAL,positive
Dekorasyonu renkleri cok sicak ve sevimli.,renkleri,AMBIENCE#GENERAL,positive
Dekorasyonu renkleri cok sicak ve sevimli.,Dekorasyonu,AMBIENCE#GENERAL,positive
Ev yemeği yemek isteyenler için ideal bur mekan tek bir şartla ne yiyecegini bilmen lazım çünkü hersey cok lezzetli degil.,Ev yemeği,FOOD#QUALITY,positive
Ev yemeği yemek isteyenler için ideal bur mekan tek bir şartla ne yiyecegini bilmen lazım çünkü hersey cok lezzetli degil.,hersey,FOOD#QUALITY,negative
"Servis yavas, çalışanların birbirleriyle diyaloglarıni da pek sevmedim.",Servis,SERVICE#GENERAL,negative
"Servis yavas, çalışanların birbirleriyle diyaloglarıni da pek sevmedim.",çalışanların,SERVICE#GENERAL,negative
Mekan kalabalık olduğunda stres kontrolu diye bişey kalmiyor sanirim.,stres kontrolu,SERVICE#GENERAL,negative
İstanbul şubesi çokta güzel değil çaldıkları müzikler hard rock'tan çok popüler olmuş.,çaldıkları müzikler,AMBIENCE#GENERAL,negative
İstanbul şubesi çokta güzel değil çaldıkları müzikler hard rock'tan çok popüler olmuş.,İstanbul şubesi,RESTAURANT#GENERAL,negative
Arka bahçesi tüm yorgunluğunu alıyor insanın.,Arka bahçesi,AMBIENCE#GENERAL,positive
Koşuyolunun en iyilerinden kirpi en çok diyet yapanların sevdiği bir mekan çünkü menüsü sağlıklı beslenmeye uygun.,menüsü,FOOD#STYLE_OPTIONS,positive
Koşuyolunun en iyilerinden kirpi en çok diyet yapanların sevdiği bir mekan çünkü menüsü sağlıklı beslenmeye uygun.,iyilerinden,RESTAURANT#GENERAL,positive
Masa yerlesimleri pek guzel degil oturma duzeni olmamis.,oturma duzeni,AMBIENCE#GENERAL,negative
Masa yerlesimleri pek guzel degil oturma duzeni olmamis.,Masa yerlesimleri,AMBIENCE#GENERAL,negative
Yer bulmak da zor oluyor.,Yer bulmak,SERVICE#GENERAL,negative
Cok cesitli caylar var ancak fiyatlari biraz yuksek.,fiyatlari,DRINKS#PRICES,negative
Cok cesitli caylar var ancak fiyatlari biraz yuksek.,caylar,DRINKS#STYLE_OPTIONS,positive
İngiliz cayi istedigimde sut getirmediler gerekce olarak da kotu oldugunh soylediler garson tersledi hatta,garson,SERVICE#GENERAL,negative
Kurufasülye ne kadar değişik olabilir demeyin Bizce Kuru'da yediğim kurufasulyeden gelen hafif şekerli tat beni kendine hayran bıraktı resmen.,Kurufasülye,FOOD#QUALITY,positive
Kurufasülye ne kadar değişik olabilir demeyin Bizce Kuru'da yediğim kurufasulyeden gelen hafif şekerli tat beni kendine hayran bıraktı resmen.,tat,FOOD#QUALITY,positive
Tereyağlı pilavları ve tava yoğurdu da çok başarılı.,tava yoğurdu,FOOD#QUALITY,positive
Tereyağlı pilavları ve tava yoğurdu da çok başarılı.,Tereyağlı pilavları,FOOD#QUALITY,positive
Üzerine bal ve fındık dökülmüş sütlaçları çok cezbedici gözükse de sütlaç tadını alamadım daha çok muhallebi gibiydi.,sütlaç tadını,FOOD#QUALITY,negative
Üzerine bal ve fındık dökülmüş sütlaçları çok cezbedici gözükse de sütlaç tadını alamadım daha çok muhallebi gibiydi.,sütlaçları,FOOD#STYLE_OPTIONS,positive
Ayrıca hergun çıkardıkları farklı zeytinyağlı yemekleri de çok başarılı.,zeytinyağlı yemekleri,FOOD#QUALITY,positive
Fiyatlar ortalamanın biraz ustunde malesef.,Fiyatlar,RESTAURANT#PRICES,negative
